Year,Quarter,Workplace,VacancyCount,Headline,MergedColumn
2022,4,Falun,10,"['Timvikarie sökes till kvinna i Falun', 'Brevbärare Falun, Extrajobb', 'Brevbärare Falun, Extrajobb', 'Bemanningsadministratör- timvikarie', 'Brevbärare Falun, Extrajobb']",2026
2022,4,Grums,4,"['Brevbärare Grums, Extrajobb', 'Brevbärare Grums, Extrajobb']",2026
2022,4,Gävle,5,"['Extraarbete för dig som studerar', 'Arbeta extra som montör hos Atlas Copco i Tierp', 'Extraarbete för dig som studerar', 'Utvecklande extrajobb som jobbcoach!']",2026
2022,4,Göteborg,519,"['Brevbärare Angered, Extrajobb', 'Extrajobb till Volvo Cars 2023', 'Extrajobb på lager i Göteborg', 'Timanställda sökes dagtid till lager i Göteborg', 'Timanställda sökes till lager i Göteborg']",2026
2022,4,Götene,6,"['Boendestödjare', 'Lagerpersonal sökes till extrajobb på Semper i Götene ']",2026
2022,4,Hagfors,2,['Brevbärare Hagfors Extrajobb'],2026
2022,4,Hallsberg,12,"['Terminalarbetare Hallsberg, Extrajobb', 'Terminalarbetare Hallsberg, Extrajobb']",2026
2022,4,Halmstad,2,"['Butiksmedarbetare till vår butik i Halmstad', 'Studenter sökes till extrajobb på Axess Logistics']",2026
2022,4,Hammarö,1,['Personlig assistent sökes till 7-årig flicka'],2026
2022,4,Haninge,28,"['Brevbärare Haninge, Extrajobb', 'Lagermedarbetare - Jordbro - Heltid', 'Lagermedarbetare - Jordbro - Heltid', 'Lagermedarbetare - Jordbro - Heltid', 'Lagermedarbetare - Jordbro - Heltid']",2026
2022,4,Hedemora,1,"['Socialsekreterare till vuxenenheten, ekonomiskt bistånd']",2026
2022,4,Helsingborg,13,"['Vill du jobba extra vid sidan av studier eller annat jobb? Då är det dig vi', 'Nu söker vi extra personal som orderplockare i Helsingborg!', 'Nu söker vi extra personal som orderplockare i Helsingborg!', 'Arbetsledare till vår butik i Helsingborg', 'Extramedarbetare till pallbygge - Helsingborg']",2026
2022,4,Huddinge,236,"['Lagermedarbetare - Länna - Heltid', 'Lagermedarbetare - Huddinge - Heltid', 'Lagermedarbetare - Huddinge - Heltid', 'Arbetsledare till vår butik i Stockholm/Vårby', 'Julkortsorterare till Årsta 13-19 december']",2026
2022,4,Hudiksvall,31,"['Undersköterskor för timanställning/sommarvikariat, Hudiksvall', 'Extrapersonal sökes till Hudiksvall']",2026
2022,4,Härryda,15,"['Skåpbilschaufför Härryda, Extrajobb', 'Produktionspersonal till Linas Matkasse']",2026
2022,4,Järfälla,20,"['Lagermedarbetare - Järfälla - Heltid', 'Lagermedarbetare - Järfälla - Heltid', 'Terminalarbetare(truck) Veddesta, Extrajobb', 'Lagermedarbetare - Järfälla - Heltid', 'Lagermedarbetare - Järfälla - Heltid']",2026
2022,4,Jönköping,40,"['Retail House söker Merchandiser extra personal!', 'TopWork söker industrimedarbetare...', 'Extrapersonal sökes till vår butik i Jönköping', 'Lagermedarbetare - Jönköping - Heltid', 'Eventpersonal till Asecs i Jönköping!']",2026
2022,4,Kalmar,11,"['Extrajobba i Kalmarområdet!', 'Adecco söker diskare för extraarbete till vår kund i Kalmar!']",2026
2022,4,Karlsborg,1,['K3 söker lednings – och underhållssoldater till 31. jägarbataljonen'],2026
2022,4,Karlshamn,2,['Vi söker väktare till Karlshamn'],2026
2022,4,Karlskrona,4,"['Skåpbilschaufför Karlskrona, Extrajobb']",2026
2022,4,Karlstad,39,"['Eventpersonal på deltid sökes till Upplevelsemäklarna!', 'Energi- och miljöingenjörsstudent på deltid sökes till Sustainacon!', 'Lagermedarbetare - Karlstad - Heltid', 'Lagermedarbetare - Karlstad - Heltid', 'Brevbärare Karlstad, Extrajobb']",2026
2022,4,Katrineholm,3,"['Kundcentermedarbetare, extrajobb', 'Fitness24Seven söker flexibel medarbetare till Katrineholm C']",2026
2022,4,Kiruna,2,"['Brevbärare Kiruna, Extrajobb']",2026
2022,4,Knivsta,4,['Adeccos kund på Arlanda söker godshanterare vid behov!'],2026
2022,4,Kristianstad,2,"['Helgextra sökes till Kristianstad', 'Butikssäljare sökes till Kristianstad. Helgextra.']",2026
2022,4,Kristinehamn,3,['Butikskonsulent'],2026
2022,4,Krokom,3,"['Brevbärare Krokom, Extrajobb', 'LSS-handläggare till Bistånd i Krokom', 'Brevbärare Krokom, Extrajobb']",2026
2022,4,Kumla,2,"['Brevbärare Kumla, Extrajobb']",2026
2022,4,Kungsbacka,6,"['Studenter sökes till extrajobb inom lager till kund i Kungsbacka!', 'Arbetsledare till vår butik i Kungsbacka', 'Extrajobb inom lager', 'Studenter sökes till extrajobb inom lager till kund i Kungsbacka!', 'Kursledare i italienska, vårterminen 2023']",2026
2022,4,Kungälv,14,"['Vill du jobba med att köra bilar till kunder?', 'Vill du jobba med att köra bilar till kunder?', 'Truckförare i Kungälv - 3 dagar i veckan!', 'Vill du jobba med att köra bilar till kunder?', 'Butikskonsulent']",2026
2022,4,Landskrona,45,"['Extrapersonal sökes till NA-KD', 'Extrajobb som truckförare i Landskrona', 'Extrajobb som truckförare i Landskrona', 'Extrapersonal sökes till NA-KD', 'Extrajobb som maskinoperatör i Landskrona']",2026
2022,4,Lidingö,20,"['Brevbärare Lidingö, Extrajobb', 'Skåpbilschaufför Lidingö, Extrajobb', 'Brevbärare Lidingö, Extrajobb', 'Brevbärare Lidingö, Extrajobb']",2026
2022,4,Lidköping,8,"['Brevbärare Lidköping, Extrajobb', 'Brevbärare Lidköping, Extrajobb']",2026
2022,4,Lindesberg,7,"['Brevbärare Lindesberg, Extrajobb', 'Brevbärare Lindesberg, Extrajobb']",2026
2022,4,Linköping,28,"['Lekfull och busig kille söker personlig assistent!', 'Extra produktionasarbete i Linköping', 'Extra produktionasarbete i Linköping', 'Lagermedarbetare - Linköping - Heltid', 'Lagermedarbetare - Linköping - Heltid']",2026
2022,4,Ljungby,4,"['Arbetsledare till vår butik i Ljungby', 'Lokalvårdare till Coor i Ljungby']",2026
2022,4,Ljusdal,2,"['Brevbärare Ljusdal, Extrajobb']",2026
2022,4,Lomma,2,['Personlig assistent till man i Skurup'],2026
2022,4,Luleå,39,"['Retail House söker Merchandiser extra personal!', 'Extrajobb till In-Store Marketing!', 'Studenter sökes för Snöskottning HSB fastigheter', 'Konsult som labbtekniker till LTU sökes', 'Terminalarbetare, extrajobb']",2026
2022,4,Lund,4,"['Barista Lund', 'Personlig assistent till 10-årig pojke utanför Lund', 'Personlig assistent till 10-årig pojke utanför Lund', 'Personlig assistent till 10-årig pojke utanför Lund']",2026
2022,4,Lycksele,1,['Lagermedarbetare - Lycksele - Heltid'],2026
2022,4,Malmö,53,"['Extrajobb som maskinoperatör', 'Vågadministratör till Swerock!', 'Jobba extra med dokumenthantering inom produktsäkerhet!', 'Student som söker extrajobb? Nu söker vi deltidspersonal för paketering i L', 'Truckförare sökes för deltidsarbete']",2026
2022,4,Mariestad,5,"['Brevbärare Mariestad, Extrajobb']",2026
2022,4,Mark,2,"['Timanställda lokalvårdare till Coor', 'Vi söker en personlig assistenter för två lördagsdygn i månaden']",2026
2022,4,Markaryd,1,['Ansvarig KAA (Kommunala Aktivitetsansvaret)'],2026
2022,4,Motala,7,"['Världens bästa och viktigaste extrajobb - personlig assistent i Motala!', 'Världens bästa och viktigaste extrajobb - personlig assistent i Motala!', 'Vi söker studenter för terminalarbete till välkänd kund.']",2026
2022,4,Mölndal,20,"['Vi söker vikarier till Grundsärskolan!', 'Nu söker vi timvikarier i förskolan!']",2026
2022,4,Nacka,798,"['Lagermedarbetare - Södra Stockholm - Heltid', 'Lagermedarbetare - Huddinge - Heltid', 'Lagermedarbetare - Huddinge - Heltid', 'Lagermedarbetare - Årsta - Heltid', 'Lagermedarbetare - Farsta - Heltid']",2026
2022,4,Nordmaling,5,"['Personlig assistent - Timvikarie till Nordmaling ', 'Personlig assistent - Timvikarie till Nordmaling ', 'Personlig assistent - Vikariat Nordmaling ', 'Personliga assistenter till livsglad, fartfylld ung man (timvik) RUNDVIK', 'Personlig assistent - Timvikarie till Nordmaling ']",2026
2022,4,Norrköping,55,"['Lagermedarbetare - Norrköping - Heltid', 'Extrajobba som produktionspersonal', 'Snöskottare Norrköping', 'Lagermedarbetare - Norrköping - Heltid', 'Lagermedarbetare - Norrköping - Heltid']",2026
2022,4,Norsjö,1,"['Brevbärare Norsjö, Extrajobb']",2026
2022,4,Nyköping,9,"['Digital marknadsförare till Fleximark i Nyköping!', 'Skåpbilschaufför Nyköping, Extrajobb', 'Brevbärare Nyköping, Extrajobb', 'Brevbärare Nyköping, Extrajobb']",2026
2022,4,Nynäshamn,2,"['Brevbärare Nynäshamn, Extrajobb']",2026
2022,4,Nässjö,1,['Barista Nässjö'],2026
2022,4,Pajala,3,['Distributör Pajala'],2026
2022,4,Partille,2,"['Personlig assistent sökes för arbete två dagar i veckan', 'Ungdomsbehandlare - deltid vaken natt - extrajobb']",2026
2022,4,Piteå,2,"['Extrajobb till In-Store Marketing!', 'Extrajobb till In-Store Marketing!']",2026
2022,4,Robertsfors,3,"['Brevbärare Robertsfors, Extrajobb', 'Brevbärare Robertsfors, Extrajobb', 'Brevbärare Robertsfors, Extrajobb']",2026
2022,4,Sala,3,"['Brevbärare Sala, Extrajobb', 'X-tra jobb på Sala stadsbibliotek']",2026
2022,4,Sandviken,4,"['Brevbärare Sandviken, Extrajobb']",2026
2022,4,Sigtuna,31,"['Lagermedarbetare - Rosersberg - Heltid', 'Lagermedarbetare - Rosersberg - Heltid', 'Lagermedarbetare - Rosersberg - Heltid', 'Lagermedarbetare - Årsta - Heltid', 'Lagermedarbetare - Rosersberg - Heltid']",2026
2022,4,Simrishamn,1,['Produktionspersonal'],2026
2022,4,Skara,1,['Butiksmedarbetare sökes till livsmedelsbutiker i Skaraborg'],2026
2022,4,Skellefteå,18,"['Extrajobb som B-chaufför', 'Schenker - extrajobb', 'Ledsagare och avlösare LSS', 'Extrajobb till In-Store Marketing!', 'Perfekt extrajobb för dig som är student!']",2026
2022,4,Skurup,1,['Behandlingsassistent till aktivitetshuset Pomona'],2026
2022,4,Skövde,5,"['Engagerade studenter till 3-dagars sportevent!', 'Butikssäljare Skövde. Helgextra sökes!', 'Lokalvårdare till Coor (timanställning)', 'Brevbärare Skövde, Extrajobb']",2026
2022,4,Sollentuna,72,"['Lagermedarbetare - Sollentuna - Heltid', 'Lagermedarbetare - Sollentuna - Heltid', 'Lagermedarbetare - Sollentuna - Heltid', 'Lagermedarbetare - Sollentuna - Heltid', 'Lagermedarbetare - Sollentuna - Heltid']",2026
2022,4,Solna,42,"['Timanställda lokalvårdare för läktstädning till Coor', 'Cafébiträde till Coor på Karolinska Universitetssjukhuset i Solna', 'Lagermedarbetare - Norra Stockholm - Heltid', 'Lagermedarbetare - Solna - Heltid', 'Lagermedarbetare - Norra Stockholm - Heltid']",2026
2022,4,Staffanstorp,4,"['Personlig assistent till 10-årig pojke i Staffanstorp', 'Personlig assistent till 10-årig pojke i Staffanstorp', 'Personlig assistent till 10-årig pojke i Staffanstorp', 'Personlig assistent till 10-årig pojke i Staffanstorp']",2026
2022,4,Stenungsund,42,"['Jörlandaskolan söker lärare i MA, SV, NO/Tk för åk 4-6 ', 'Sektor Utbildning söker legitimerad psykolog till Barn- och Elevhälsan', 'Skoladministratör till Nösnäsgymnasiet', 'Stenungsunds kommun söker skolkurator', 'Kopperskolan söker lärare i fritidshem']",2026
2022,4,Stockholm,1640,"['Flexibelt extrajobb under julbordssäsongen', 'Lagermedarbetare - Västberga - Heltid', 'Extrajobb för leverans av matkassar från Kungsängen', 'Lagermedarbetare - Södermalm - Heltid', 'Extrajobb i Årsta på Apohems lager']",2026
2022,4,Storuman,1,"['Brevbärare Storuman, Extrajobb']",2026
2022,4,Strängnäs,20,"['Uniflex söker studerande truckförare till uppdrag i Eskilstuna!', 'Uniflex söker studerande truckförare till uppdrag i Eskilstuna!']",2026
2022,4,Strömstad,1,"['Skåpbilschaufför Strömstad, Extrajobb']",2026
2022,4,Strömsund,3,"['Brevbärare Gäddede, Extrajobb', 'Brevbärare Strömsund, Extrajobb', 'Brevbärare Strömsund, Extrajobb']",2026
2022,4,Sundsvall,48,"['Utvecklande extrajobb som jobbcoach!', 'Retail House söker Merchandiser extra personal!', 'Extrajobb till In-Store Marketing!', 'Studenter för julkortssortering i Sundsvall', 'Extrajobb till In-Store Marketing!']",2026
2022,4,Svedala,1,['Extrajobba som Leveranschaufför (Runner)'],2026
2022,4,Svenljunga,10,['Lagermedarbetare till StarTrading'],2026
2022,4,Sävsjö,1,"['Tidningsbud Sävsjö/deltid, nattarbete']",2026
2022,4,Södertälje,63,"['Studentmedarbetare', 'Lagermedarbetare - Södertälje - Heltid', 'Lagermedarbetare - Södertälje - Heltid', 'Lagermedarbetare - Södertälje - Heltid', 'Brevbärare Södertälje, Extrajobb']",2026
2022,4,Tanum,1,"['Brevbärare Tanumshede, Extrajobb']",2026
2022,4,Tibro,2,"['Brevbärare Tibro, Extrajobb']",2026
2022,4,Tingsryd,1,['Extrapersonal inom lager hos kund i Tingsryd'],2026
2022,4,Tomelilla,40,"['Timvikarier sökes till skola/fritidshem i Tomelilla kommun!', 'Timvikarier sökes till förskolor i Tomelilla Kommun!']",2026
2022,4,Tranemo,1,['Butiksmedarbetare sökes till livsmedelsbutiker i Gislaved'],2026
2022,4,Tranås,3,"['Tidningsbud Tranås/deltid, nattarbete', 'Tidningsbud Tranås/deltid, nattarbete', 'HR-konsult inom rekrytering ']",2026
2022,4,Trelleborg,1,['Barista Trelleborg'],2026
2022,4,Trollhättan,12,"['Jobba extra på Elektroskandia i Trollhättan!', 'Timvikarie måltidsbiträde till Serviceförvaltningen', 'Vill du jobba extra på Gymngrossisten i Trollhättan?', 'Brevbärare Trollhättan, Extrajobb', 'Butikskonsulent']",2026
2022,4,Tyresö,6,"['Nu söker vi en assistent till en aktiv 6-årig kille som älskar aktiv lek -T', 'Nu söker vi en assistent till en aktiv 6-årig kille som älskar aktiv lek -T', 'Se hit! Aktiv 6-årig kille som älskar aktiv lek -Tyresö söker assistenter. ']",2026
2022,4,Täby,83,"['Lagermedarbetare - Täby - Heltid', 'Lagermedarbetare - Täby - Heltid', 'Lagermedarbetare - Täby - Heltid', 'Lagermedarbetare - Täby - Heltid', 'Lagermedarbetare - Täby - Heltid']",2026
2022,4,Uddevalla,3,['Butikskonsulent'],2026
2022,4,Ulricehamn,2,"['Vill du jobba extra inom lager/logistik och industri? Se hit!', 'Vill du jobba extra inom lager/logistik och industri? Se hit!']",2026
2022,4,Umeå,19,"['Extrajobba som receptionist åt Sodexo', 'Studenter till Schenker', 'Retail House söker Merchandiser extra personal!', 'Terminalarbetare, extrajobb', 'Terminalarbetare Umeå, Extrajobb']",2026
2022,4,Upplands-Bro,89,"['Lokalvårdare deltid - Kungsängen', 'Truckförare (A1) på deltid till lager i Brunna', 'JENSEN grundskola Bro Mälarstrand söker timvikarier', 'Lagermedarbetare - Kungsängen - Heltid', 'Lagermedarbetare - Kungsängen - Heltid']",2026
2022,4,Uppsala,35,"['Operatör hos Strålfors i Rosersberg! | Extrajobb', 'Butiksmedarbetare med tidigare erfarenhet Uppsala.', 'Brevbärare Uppsala, Extrajobb', 'Brevbärare Uppsala, Extrajobb']",2026
2022,4,Vaggeryd,20,"['TopWork söker industrimedarbetare...', 'TopWork söker industrimedarbetare...', 'TopWork söker industrimedarbetare...', 'TopWork söker industrimedarbetare...']",2026
2022,4,Vallentuna,2,"['Extrajobb som personlig assistent i norra Vallentuna med start omgående', 'Extrajobb i norra Vallentuna med start omgående']",2026
2022,4,Varberg,4,"['Trafikkoordinator sökes för omgående uppdrag (halvtid)', 'Kursledare i textilt hantverk - sömnad/sticka/virka mm VÅREN 2023', 'Extra jobba hos oss på Lernia inom lager och industri!']",2026
2022,4,Vaxholm,2,"['Nu söker vi en assistent till 8 årig flicka i Vaxholm för extra em/kväll/he', 'Vill du ha världens bästa extra jobb hos 8 årig flicka i Vaxholm']",2026
2022,4,Vetlanda,3,"['Brevbärare Vetlanda, Extrajobb']",2026
2022,4,Vänersborg,6,"['Extrajobb inom logistik på terminal i Vänersborg!', 'Vi söker lagermedarbetare till ett stort företag i Trestadsområdet']",2026
2022,4,Värnamo,20,"['TopWork söker industrimedarbetare...', 'TopWork söker industrimedarbetare...', 'TopWork söker industrimedarbetare...', 'TopWork söker industrimedarbetare...']",2026
2022,4,Västerås,26,"['Skåpbilschaufför Västerås, Extrajobb', 'Truckförare (A1) på deltid till lager i Brunna', 'Vill du jobba extra inom administration och reception i Västerås?', 'Flygplatskontrollant, Behovsanställning']",2026
2022,4,Växjö,20,"['Extrajobb som Nattreceptionist!', 'Extrajobb som Nattreceptionist!', 'Extrajobb som Nattreceptionist!', 'Extrajobb som Nattreceptionist!', 'Kontorsvärdinna/värd']",2026
2022,4,Ängelholm,5,"['Medarbetare sökes till Boozt lager i Ängelholm - Extraarbete', 'Medarbetare sökes till Boozt lager i Ängelholm - Extraarbete', 'Timvikarierande Leg. fysioterapeut/sjukgymnast till KVS Äldreboende, Vej...', 'Extra personal sökes till Boozt lager i Ängelholm', 'Medarbetare sökes till Boozt lager i Ängelholm - Extraarbete']",2026
2022,4,Åre,1,"['Brevbärare Järpen, Extrajobb']",2026
2022,4,Örebro,117,"['Är du student och vill jobba extra som truckförare?', 'Lagermedarbetare - Örebro - Deltid', 'Säljande lånehandläggare på deltid', 'Lagermedarbetare - Örebro - Heltid', 'Lagermedarbetare - Örebro - Heltid']",2026
2022,4,Örkelljunga,2,"['Underhållsmekaniker på deltid!', 'Underhållsmekaniker på deltid!']",2026
2022,4,Östersund,15,"['Lokalvårdare till stort företag!', 'Lokalvårdare till stort företag!', 'Terminalarbetare Östersund, Extrajobb', 'Miljöarbetare på timvik till Återvinningscentralerna och Avfallsinsamling', 'Barista Östersund']",2026
2022,3,Alingsås,5,['Extratjänst Team Member - MISTER YORK Alingsås'],2025
2022,3,Arvika,1,['Enklare kontorsstädning i Arvika '],2025
2022,3,Askersund,1,['Extrajobb i Hammar'],2025
2022,3,Boden,36,"['Lagermedarbetare - Boden - Heltid', 'Distributörer Boden', 'Extrajobb! Restaurang & Liftar', 'Distributörer Boden - vikariat', 'Lagermedarbetare - Boden - Heltid']",2025
2022,3,Bollnäs,20,"['Undersköterskor för timanställning, Bollnäs']",2025
2022,3,Borlänge,7,"['Brevbärare Borlänge, Extrajobb', 'Student? Vi söker extrapersonal till Dagab i Borlänge ', 'Extrajobb - Brand Merchandiser - Borlänge']",2025
2022,3,Borås,53,"['Extrajobb som Lagerarbetare', 'Lagermedarbetare - Borås - Heltid', 'Extrajobb inom lager till stor kund i Landvetter', 'Extrajobb som Lagerarbetare', 'Extrajobb som Lagerarbetare']",2025
2022,3,Burlöv,5,"['Behandlingspersonal med missbrukskompetens', 'Behandlingspersonal med missbrukskompetens', 'Behandlingspersonal ', 'Behandlingspersonal med missbrukskompetens', 'Extraarbetare som orderplockare till kund i Malmö']",2025
2022,3,Eksjö,2,['Behovspersonal '],2025
2022,3,Enköping,40,"['Truckförare (A1) på deltid till lager i Brunna', 'Truckförare (A1) på deltid till lager i Brunna']",2025
2022,3,Eskilstuna,81,"['Ung tjej i Eskilstuna söker personliga assistenter', 'Extra jobb som telefonist/växel', 'Vi söker dig som vill ha extrajobb på ett lager i Eskilstuna!', 'Tidningsdistributörer Eskilstuna inkl. Malmköping', 'Uniflex söker studerande truckförare till uppdrag i Eskilstuna!']",2025
2022,3,Eslöv,7,"['Extrajobb - Eslöv', 'Extrajobb som truckförare på logistikavdelning', 'Brevbärare Eslöv, Extrajobb', 'Extrajobb - Eslöv']",2025
2022,3,Falkenberg,1,['Fartfyllt extrajobb för Hyma i Falkenberg'],2025
2022,3,Falun,6,"['Timvikarie sökes till kvinna i Falun', 'Extrajobb som receptionist till kund i Falun ', 'Brevbärare Falun, Extrajobb']",2025
2022,3,Gislaved,5,"['Brevbärare Gislaved, Extrajobb', 'Brevbärare Smålandsstenar, Extrajobb']",2025
2022,3,Gotland,2,"['Timanställda till kundservice - Spontanansökan', 'Extrajobb - Brand Merchandiser - Visby']",2025
2022,3,Grums,1,"['Brevbärare Grums, Extrajobb']",2025
2022,3,Gällivare,4,['Distributörer Gällivare - Vikariat'],2025
2022,3,Gävle,65,"['Jobba deltid på Partykungens lager i höst', 'Retail House söker Merchandiser extra personal!', 'Arbeta extra som montör på Atlas Copco', 'Marknadsundersökare under v. 32', 'Extrajobba som montör på Cibes Lift']",2025
2022,3,Göteborg,343,"['Extrajobb till lager i Göteborg', 'Extrajobb inom containerlossning', 'Gymnasiestudenter sökes som säljande lånehandläggare på deltid', 'Studenter för extrajobb Hisingen', 'Timvikarier till Bemanningsenheten Funktionsstöd Centrum']",2025
2022,3,Götene,5,['Lagerpersonal sökes till extrajobb på Semper i Götene '],2025
2022,3,Hallsberg,6,"['Terminalarbetare Hallsberg, Extrajobb']",2025
2022,3,Hallstahammar,5,['Extra personal (Betong industri)'],2025
2022,3,Halmstad,49,"['Långsiktigt extrajobb på Martin & Serveras lager - Halmstad', 'Intresseanmälan för extraarbete, Halmstad', 'Mister York Halmstad söker team member extra!', 'Arbetsledare till vår butik i Halmstad', 'Brevbärare Halmstad, Extrajobb']",2025
2022,3,Hammarö,2,"['Personlig assistent sökes till 7-årig flicka', 'Personlig assistent till 7-årig flicka']",2025
2022,3,Haninge,96,"['Lagermedarbetare - Jordbro - Heltid', 'Extrapersonal till Kicks lager i Jordbro', 'Lagermedarbetare - Jordbro - Heltid', 'Lagermedarbetare - Jordbro - Heltid', 'Flexibelt extrajobb som ekonomiassistent']",2025
2022,3,Hedemora,1,['Socialsekreterare till vuxenenheten'],2025
2022,3,Helsingborg,17,"['Växeltelefonist/Receptionist deltid', 'Butiksmedarbetare sökes till yrkesbutik i Helsingborg', 'Brevbärare Helsingborg, Extrajobb', 'Fitness24Seven i Helsingborg Söder söker Gymvärd']",2025
2022,3,Herrljunga,1,['Personlig assistent till kvinna i Herrljunga-Timvikarie.'],2025
2022,3,Huddinge,22,"['Sorteringspersonal - Lager - Huddinge', 'Jobba extra som lagermedarbetare hos Airmee i Farsta', 'Skåpbilschaufför Länna(Huddinge), Extrajobb', 'Jobba extra som lagermedarbetare hos Airmee i Farsta', 'Jobba extra som lagermedarbetare hos Airmee i Farsta']",2025
2022,3,Hudiksvall,32,"['Personliga assistenter till Söderhamn 39% tjänstegrad', 'Undersköterskor för timanställning, Hudiksvall', 'Relationsbyggande arbetsmarknadsskonsult på deltid']",2025
2022,3,Härnösand,1,['StudentConsulting söker studenter för extrajobb som jobbcoach!'],2025
2022,3,Härryda,16,"['Produktionspersonal till Linas Matkasse', 'DHL Express Landvetter söker Warehouse Agents på deltid', 'Produktionsmedarbetare sökes till Linas Matkasse i Mölnlycke']",2025
2022,3,Hässleholm,7,"['Brevbärare Hässleholm, Extrajobb', 'Extra personal sökes till industri i Markaryd', 'Flexibelt extrajobb på Dagabs lager i Hässleholm', 'Flexibelt extrajobb som orderplockare på Dagabs lager i Hässleholm', 'Långsiktigt extrajobb som orderplockare på Dagabs lager i Hässleholm']",2025
2022,3,Höör,4,"['Timvikarier till Höörs Waldorfskola', 'Arbetsledare - Höör']",2025
2022,3,Jokkmokk,1,['Distributör Jokkmokk'],2025
2022,3,Järfälla,200,"['Extrajobba på lager i Järfälla', 'Extrajobba på lager i Järfälla', 'Skåpbilschaufför Veddesta, Extrajobb', 'Jobba extra hos Airmee i Järfälla', 'Jobba extra hos Airmee i Järfälla']",2025
2022,3,Jönköping,87,"['Personlig assistent till schemarad, tjänstgöringsgrad ca 70%', 'Eventpersonal till Asecs i Jönköping!', 'Receptionist på deltid till kund i Jönköping', 'Receptionist på deltid till kund i Jönköping', 'Extrajobba som truckförare']",2025
2022,3,Kalix,1,['Extrapersonal sökes till vår butik i Kalix'],2025
2022,3,Kalmar,21,"['C-Chaufför extra dagtid', 'Team Member EXTRA - MISTER YORK Kalmar City', 'Brevbärare Kalmar, Extrajobb', 'Nu söker vi strukturerad extraarbetare med intresse för service', 'Personlig Assistent sökes till barn kund i Kalmar']",2025
2022,3,Karlskrona,2,"['Team Member Extrajobb', 'Extrajobb - Brand Merchandiser - Karlskrona']",2025
2022,3,Karlstad,96,"['Lagermedarbetare - Hammarö, Karlstad - Heltid', 'Lagermedarbetare - Forshaga, Karlstad - Heltid', 'Lagermedarbetare - Hammarö, Karlstad - Heltid', 'Lagermedarbetare - Karlstad - Heltid', 'Lagermedarbetare - Karlstad - Heltid']",2025
2022,3,Katrineholm,9,"['Tidningsdistributörer till Katrineholm', 'Fitness24Seven söker Timvikarierande Site Responsible till Katrineholm C...', 'Utvecklande extrajobb för dig som student i rollen som jobbcoach!', 'Säljare/Husdesigner till Sjötorps Hus i Örebro ']",2025
2022,3,Kiruna,8,"['Brevbärare Kiruna, Extrajobb', 'Brevbärare Vittangi, Extrajobb', 'Distributörer, Kiruna ', 'Brevbärare Vittangi, Extrajobb']",2025
2022,3,Kristianstad,7,"['Arbetsledare - Kristianstad', 'Matintresserad butiksmedarbetare sökes till ICA, Coop och hemköp i Krist...', 'Team member extrajobb', 'Team Member extrajobb', 'Vi söker personlig assistent för uppdrag på Österlen']",2025
