Year,Quarter,Workplace,VacancyCount,Headline
2022,1,Storuman,5.0,"['Brevbärare Tärnaby, behovsanställning', 'Brevbärare Storuman, behovsanställning', 'Brevbärare Storuman, behovsanställning']"
2022,1,Strängnäs,66.0,"['Barnvakt Strängnäs 1 em/v - Kollektivavtal', 'Distributörer till söndagar i Strängnäs', 'Enhetschef, Daglig verksamhet och sysselsättning', 'Sommarvikarier, LSS/Funktionshinderomsorgen', 'Kassamedarbetare - Blomsterlandet, Strängnäs', 'Sommarvikarier arbetshandledare, Daglig verksamhet och sysselsättning', 'Lagerarbetare sökes till kund i Strängnäs!', 'Distributörer till Sommaren i Strängnäs ', 'Barnvakt Strängnäs Mariefred 5ggr/vecka – Kollektivavtal', 'Boendestödjare, Serviceboende Brunnsvägen', 'Barnvakt Strängnäs 1 em/v - Kollektivavtal', 'Barnvakt Mariefred 1-2 ggr/månad - Kollektivavtal', 'Barnvakt Mariefred 1-2 ggr/månad - Kollektivavtal', 'Barnvakt Strängnäs 1 em/v - Kollektivavtal', 'Verksamhetsutvecklare, Funktionshinderomsorgen', 'Kassamedarbetare - Blomsterlandet, Strängnäs', 'Vi söker dig som vill arbeta extra varannan helg på Isabellagården 2', 'Kassamedarbetare - Blomsterlandet, Strängnäs', 'Kassamedarbetare - Blomsterlandet, Strängnäs']"
2022,1,Strömstad,3.0,"['Merchandiser sökes till vikariepool i Strömstad', 'Barnvakt sökes till Strömstad EXTRAJOBB', 'Varuplockare till Strömstad - Extraarbete']"
2022,1,Sundbyberg,14.0,"['Lagermedarbetare sökes till Arvid Nordquist', 'Arbetscoach', 'Timvikarier gruppboende LSS, socialpsykiatri och daglig verksamhet.']"
2022,1,Sundsvall,83.0,"['Receptionist/växeltelefonist i Sundsvall', 'Extrajobb + Sommarjobb- Personlig assistent Sundsvall', 'Operatörer till SCA Tunadal', 'Truckoperatörer till SCA Tunadal', 'Vi söker lagerarbetare med truckkort', 'Ekonomiassistent på deltid', 'Personlig assistent till kvinna i Sundsvall', 'Sommarjobba på bygghandel', 'Timanställda lokalvårdare till Coor i Sundsvall', 'Vi söker lagerarbetare med truckkort', 'Söker du extrajobb? Vi letar timvikarier som vill arbeta extra vid behov!', 'Sommarjobba som administratör', 'Sommarjobba på bygghandel', 'Vi söker lagerarbetare med truckkort!', 'Lärarvikarie franska', 'Studenter för deltidsjobb på TietoEvry!', 'Sommarjobba på bygghandel', 'Varuplockare sökes till matbutiker i Sundsvall', 'Eventpersonal i Sundsvall', 'Barnvakt Sundsvall 1em/vecka – Kollektivavtal', 'Varuplockare sökes till matbutiker i Sundsvall', 'kandidatansvarig till randstad sundsvall', 'Barnvakt Sundsvall 1em/vecka – Kollektivavtal', 'Barnvakt Sundsvall 1em/vecka – Kollektivavtal']"
2022,1,Svalöv,5.0,['Adecco söker dig som vill jobba extra!']
2022,1,Svedala,29.0,"['Extrajobb som terminalarbetare för kvällsjobb vid Sturup!', 'Behovspersonal till industrin', 'Barista Sturup', 'Extrajobb som terminalarbetare för kvällsjobb vid Sturup!', 'Sommarvikariat till våra verksamheter LSS och socialpsykiatri', 'Boendestödjare till Socialpsykiatrin', 'Barista Sturup']"
2022,1,Säffle,11.0,"['Sysselsättningshandledare', 'Vikarier till Funktionshinderomsorgen']"
2022,1,Sävsjö,3.0,"['Kurator/samverkanskoordinator till Sävsjö kommun', 'Vi söker säljare på heltid och deltid!']"
2022,1,Söderhamn,2.0,"['Sektionschef till Enheten Beslut och Service Söderhamn', 'Personlig assistent till Söderhamn']"
2022,1,Söderköping,30.0,['Planeringsenheten söker timvikarier till förskola och skola F-9']
2022,1,Södertälje,91.0,"['Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Sektionschef, Södertälje', 'Terminalarbetare  till db schenker i almnäs, deltid', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Terminalarbetare till db schenker i almnäs, deltid', 'Chaufför (B) Södertälje, behovsanställning', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Studenter till lager', 'Truckförare till kund i Södertälje på Deltid', 'Barnvakt Extrajobb Södertälje 1 em/v - Kollektivavtal', 'Terminalarbetare till DB Schenker i Almnäs, Deltid', 'Kassamedarbetare/Varuplock bemanningspool - Blomsterlandet, Södertälje', 'Terminalarbetare till db schenker  almnäs södertälje, deltid', 'Kassamedarbetare/Varuplock bemanningspool - Blomsterlandet, Södertälje', 'Terminalarbetare till db schenker i Södertälje,deltid', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Sjuksköterskor inför sommaren sökes, Södertälje kommun', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Butikssäljare på deltid till Ahlsell, Södertälje', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Terminalarbetare på deltid till Schenker i Almnäs', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Barnvakt Södertälje 5fm+5em/v - Kollektivavtal', 'Studenter för deltidsarbete hos DB Schenker i Almnäs', 'Studenter för deltidsarbete  hos db schenker i almnäs', 'Vi söker säljare på heltid och deltid!', 'Vi söker säljare på heltid och deltid!', 'Maskinförare i sommar i Södertälje!', 'Junior elektro-ingenjör sökes till tjänst som provledare', 'Operatör till kund i Södertälje på Deltid 50%', 'Receptionist för extra och sommarjobb till HSB i Södertälje', 'Butiksextra hos Cervera, Hemtex, Specsavers, Lindex mfl.']"
2022,1,Sölvesborg,2.0,"['Behandlare inom skadligt bruk och beroende', 'Stödassistent till servicebostad inom LSS']"
2022,1,Tanum,1.0,['Barnvakt sökes till utanför Tanumshede EXTRAJOBB']
2022,1,Tidaholm,8.0,"['Kreativ produktionsledare skapande verksamhet anstalten Tidaholm,', 'Kreativ produktionsledare ASV anstalten Tidaholm-sommarvikariat', 'Kreativ produktionsledare ASV  anstalten Tidaholm', 'Vi söker säljare på heltid och deltid!', 'Kreativ produktionsledare ASV-sommarvikariat till anstalten Tidaholm']"
2022,1,Timrå,1.0,"['Individstöd Socialförvaltningen, Individ och familjeomsorg']"
2022,1,Tingsryd,24.0,"['Fysiskt extraarbete i Tingsryd', 'Fysiskt extraarbete i Tingsryd', 'Fysiskt extraarbete i Tingsryd', 'Fysiskt extraarbete i Tingsryd', 'Fysiskt extraarbete i Tingsryd', 'Fysiskt extraarbete i Tingsryd']"
2022,1,Tjörn,3.0,"['Personliga assistenter till två unga män i Myggenäs på Tjörn!', 'Personlig assistent till man på Tjörn! Timvikarie']"
2022,1,Tomelilla,7.0,"['Barnvakt Tomelilla 5 dag/v - Kollektivavtal', 'Tomelilla Kommun söker arbetsmarknadscoach!', 'Behovspersonal till industrin']"
2022,1,Tranemo,11.0,"['Montörer sökes för extrajobb till Kongsberg Automotive i Ljungsarp!', 'Extrapersonal sökes till Ica, Coop, Hemköp med flera i Tranemo och Gislaved', 'Montörer sökes för extrajobb till Kongsberg Automotive i Ljungsarp!']"
2022,1,Tranås,1.0,['Integrationskonsulent']
2022,1,Trelleborg,26.0,"['Vaccina söker sjuksköterskor för Covid-19 vaccinering i Trelleborg', 'Vaccina söker sjuksköterskor för Covid-19 vaccinering i Trelleborg', 'Vaccina söker sjuksköterskor för Covid-19 vaccinering i Trelleborg', 'Vaccina söker sjuksköterskor för Covid-19 vaccinering i Trelleborg', 'Vaccina söker sjuksköterskor på heltid och deltid för Covid-19 vaccineri...', 'Timvikarier avfallsinsamling', 'Behovspersonal till industrin', 'Barnvakt sökes till Trelleborg EXTRAJOBB', 'Barnvakt sökes till Trelleborg EXTRAJOBB', 'Stödassistent, Daglig verksamhet LSS', 'Barnvakt sökes till Trelleborg EXTRAJOBB', 'Timvikarier avfallsinsamling']"
2022,1,Trollhättan,80.0,"['Timvikarie kock till Serviceförvaltningen', 'Extrajobba som kassamedarbetare i Stenungsund!', 'Ledigt jobb som skjutstativförare till DHL i Trollhättan! ', 'Industriarbetare ', 'Vi söker lagerarbetare till Gymgrossisten i Trollhättan!', 'Operatör på deltid till Produktion i Trollhättan', 'Behandlingssekreterare till Familjeteamet', 'Behandlingssekreterare till Familjeteamet', 'Industriarbetare ', 'Extrajobb inom industri & lager', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butikschef PMU Second Hand', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Lagerpersonal till DHL ', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Vi söker lagerarbetare till Gymgrossisten i Trollhättan!', 'Barnvakt Trollhättan 2em/v - Kollektivavtal', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Barnvakt Trollhättan 2em/v - Kollektivavtal', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Butikschef PMU Second Hand', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Extrajobb som truckförare på Siemens i Trollhättan', 'Extrapersonal med truckkort sökes till Trollhättan', 'Barnvakt Trollhättan 2em/v (KÖRKORTSKRAV) - Kollektivavtal']"
2022,1,Trosa,10.0,"['Distributörer till Sommaren i Trosa', 'Distributörer till Trosa', 'Omvårdnadsassistent till Paletten, daglig verksamhet LSS', 'Arbetshandledare till daglig verksamhet Återvinningsbutiken, vikariat']"
2022,1,Tyresö,76.0,"['Barnvakt Stockholm Tyresö strand 2-5 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Tyresö 1 em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö 1 em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/vecka – Kollektivavtal', 'Barnvakt Stockholm Tyresö 1 em/v - Kollektivavtal', 'Barnvakt / Nanny i Tyresö', 'Barnvakt Stockholm Tyresö 2-3 ggr/mån - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 3-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt / Nanny i Tyresö', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Personligt ombud till Tyresö kommun', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Boendestödjare sommarvikariat', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö 1em/v - Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal', 'Barnvakt Stockholm Tyresö strand 2-5 em/v- Kollektivavtal']"
2022,1,Täby,16.0,"['Kassamedarbetare/Varuplock bemanningspool Blomsterlandet, Arninge/Täby', 'Kassamedarbetare/Varuplock bemanningspool - Blomsterlandet, Arninge/Täby', 'Kassamedarbetare/Varuplock bemanningspool - Blomsterlandet, Arninge/Täby', 'Barnvakt Stockholm Täby 1em/v - Kollektivavtal', 'Kassamedarbetare/Varuplock bemanningspool - Blomsterlandet, Arninge/Täby', 'Barnvakt i Täby', 'Barnvakt Stockholm Täby 5em/VV - Kollektivavtal ', 'Barnvakt Stockholm Täby 5em/VV - Kollektivavtal ', 'Barnvakt Stockholm Täby 5em/VV - Kollektivavtal ', 'Barnvakt Stockholm Täby 5em/VV - Kollektivavtal ', 'Barnvakt Stockholm Täby 5em/VV - Kollektivavtal ', 'Timanställd Kundtjänst', 'Barnvakt Stockholm Täby 1-2em/v - Kollektivavtal ', 'Barnvakt Stockholm Täby 1-2em/v - Kollektivavtal ']"
2022,1,Uddevalla,68.0,"['Brevsorterare Uddevalla, behovsanställning', 'Extrapersonal sökes till yrkesbutiker i Uddevallaområdet', 'Butiksmedarbetare söker till yrkesbutiker i Uddevallaområdet', 'Socialsekreterare med inriktning mot rehabilitering', 'Koordinator till Arbetsmarknadsavdelningen', 'Utredare', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Personlig assistent till glad och positiv tjej i Uddevalla', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Chaufför (B) Uddevalla, behovsanställning', 'Butiksextra i för Hemtex, Lindex, Specsavers och Byggmax!', 'Butiksextra i för Hemtex, Lindex och Specsavers!', 'Barnvakt Uddevalla 1-3 tillfällen per månad- kvällstid Kollektivavtal', 'Butiksextra i för Hemtex, Lindex och Specsavers!', 'Barnvakt Uddevalla 1-3 tillfällen per månad- kvällstid Kollektivavtal', 'Butiksextra i för Hemtex, Lindex och Specsavers!', 'Barnvakt Uddevalla 1-3 ggr/månad- kvällstid Kollektivavtal', 'Personlig assistent till glad och positiv tjej i Uddevalla', 'Butiksextra i för Hemtex, Lindex och Specsavers!', 'Personlig assistent till glad och positiv tjej i Uddevalla', 'Butiksextra i för Hemtex, Lindex och Specsavers!', 'Personlig assistent till glad och positiv tjej i Uddevalla', 'Butiksextra i för Hemtex, Lindex och Specsavers!']"
2022,1,Ulricehamn,46.0,"['Vill du arbeta extra inom industrin?', 'Extrajobb inom industri! ', 'Vill du arbeta extra inom industrin?', 'Vi söker Sommarjobbare som vill arbeta inom industrin!', 'Student med truckvana som söker sommarjobb? Se hit!', 'Vi söker Sommarjobbare som vill arbeta inom industrin!', 'Student med truckvana som söker sommarjobb? Se hit!', 'Extrajobb inom industri! ', 'Stödassistent - Stödbiträde - Sommarjobb.', 'Student med truckvana som söker sommarjobb? Se hit!']"
2022,1,Umeå,101.0,"['Barnvakt Umeå Villanäs helgjobb - Kollektivavtal ', 'Extrajobb inom service på kontor åt student!', 'Arbetsterapeut i Umeå', 'Är du på jakt efter ett extrajobb i Umeå?', 'Sektionschef till VO Arbetssökande, Umeå', 'Sjuksköterska, Rättspsykiatrisk avdelning Umeå', 'Regionchef Norrland - EnRival AB', 'Aktivt extrajobb som chaufför  - Umeå', 'Timanställning för uppdrag inom industri', 'IT-Supporttekniker sökes till Telia Company i Umeå!', 'Orderplockare för frysen hos Martin & Servera i Umeå - Extrajobb', 'Lärarvikarie till Anstalten Sörbyn', 'Långsiktigt extrajobb som orderplockare hos Martin & Servera i Umeå', 'Stödassistent till Timotejvägen, Funktionshinderomsorgen', 'Hemstädare', 'Kriminalvårdare med inriktning strukturerad verksamhet till anstalten Umeå', 'Sommarjobba som 1st Line Supporttekniker på Telia i Umeå!', 'Regionchef Norrland - EnRival AB', 'Ledigt extrajobb som truckförare ', 'Extrajobb som C- chaufför - Umeå', 'Stödassistent till Teaterallén, Funktionhinderomsorgen', 'Lagermedarbetare sökes till ett familjärt och trevligt företag!', 'Stödassistenter till Skravelsjövägen, Funktionshinderomsorgen', 'IT-Supporttekniker sökes till Telia Company i Umeå!', 'Tjänst som administratör för dig som vill arbeta extra!', 'Varuplockare sökes till matbutiker i Umeå', 'Stödassistent till Doktorsvägen', 'Eventpersonal i Umeå', 'Sjuksköterska Rättspsykiatriska avdelning Umeå ', 'Vaccina söker undersköterskor till Umeå', 'Fältassistenter till SLU för extrajobb.', 'Barnvakt Umepå 1em/vecka – Kollektivavtal', 'IT-Supporttekniker sökes till Telia Company i Umeå!', 'Vill du sommarjobba på VK medias kundservice?', 'Varuplockare sökes till matbutiker i Umeå', 'Aktivt extrajobb som orderplockare hos Martin & Servera i Umeå', 'Varuplockare sökes till matbutiker i Umeå', 'Flexibelt extrajobb som c-chaufför i och runt Umeå', 'Varuplockare sökes till matbutiker i Umeå', 'Barnvakt Umepå 1em/vecka – Kollektivavtal', 'Vaccina söker undersköterskor till Umeå', 'Barnvakt Umeå 1 tillfälle /vecka – Kollektivavtal', 'Barnvakt Umeå 1 tillfälle /vecka – Kollektivavtal', 'Varuplockare sökes till matbutiker i Umeå', 'Timvikarier sökes till våra omsorgsboenden i Hörnefors och Sörmjöle', 'Vaccina söker undersköterskor till Umeå', 'Studenter som produktionsmedarbetare till tvätteri sökes!', 'Extrapersonal sökes i Umeå till Plantagen med flera', 'Vaccina söker undersköterskor till Umeå']"
2022,1,Upplands Väsby,51.0,"['Extrajobb till TNT, Upplands Väsby ', 'Barnvakt Upplands Väsby 1 em/v - Kollektivavtal', 'Barnvakt Stockholm Upplands väsby 3dag/v-Kollektivavtal', 'Barnvakt Stockholm Upplands väsby 3dag/v-Kollektivavtal', 'Barnvakt Stockholm Upplands väsby 3dag/v-Kollektivavtal', 'Terminalarbetare till TNT, Upplands Väsby ', 'Barnvakt Stockholm Upplands väsby 3dag/v-Kollektivavtal', 'Terminalarbetare till TNT, Upplands Väsby ', 'Helglöpare på timmar till Sandavägens gruppbostad LSS i Upplands Väsby', 'Stödassistent till daglig verksamhet i Upplands Väsby kommun', 'Terminalarbetare till TNT, Upplands Väsby ', 'Terminalarbetare till TNT, Upplands Väsby ', 'Enhetschef inom arbetsmarknad och flyktingmottagande i Upplands Väsby', 'Barnvakt Stockholm Upplands väsby 2dag/v - Kollektivavtal', 'Vi söker säljare på heltid och deltid!']"
2022,1,Upplands-Bro,364.0,"['Leveransansvariga chaufförer ICA Brunna (behovsanställning)', 'Extrajobb som truckförare på lager i Brunna!', 'Extrajobb som truckförare till Systembolagets varudepå i Brunna!', 'Extrajobba som lagermedarbetare i Brunna', 'Extrajobb som truckförare till Systembolagets varudepå i Brunna!', 'Extrajobb på Systembolagets lager i Kungsängen!', 'Extrajobb som truckförare på lager i Brunna!', 'Extrajobb som truckförare till Systembolagets varudepå i Brunna!', 'Studenter för extrajobb som returhanterare sökes till lager i Brunna', 'Extrajobb på Systembolagets lager i Kungsängen!', 'Extrajobb som truckförare på lager i Brunna!', 'Sommarvikarierande lagerpersonal på heltid, Viby ', 'Truckförare på 3 dagar i veckan till Kungsängen', 'Extrajobba som lagermedarbetare i Brunna', 'Truckförare (A1) på deltid till lager i Brunna', 'Extrajobb som truckförare på lager i Brunna!', 'Arbetshandledare till Daglig Verksamhet med kulturestetisk inriktning', 'Extrajobb på Systembolagets lager i Kungsängen!', 'Lagermedarbetare - Kungsängen - Heltid', 'Extrajobb som truckförare till Systembolagets varudepå i Brunna!', 'Truckförare (A1) på deltid till lager i Brunna', 'Studenter för extrajobb som returhanterare sökes till lager i Brunna', 'Lagermedarbetare - Kungsängen - Heltid', 'Studerande Sales Assistant sökes omgående till TheiShare AB!', 'Studerande Digital Marketer sökes omgående till TheiShare AB!', 'Operatörer till ICAs E-handel i Brunna (varje söndag)', 'Truckförare på 3 dagar i veckan till Kungsängen', 'Studerande Digital Marketer sökes omgående till TheiShare AB!', 'Studerande Sales Assistant sökes omgående till TheiShare AB!', 'Operatörer till ICAs E-handel i Brunna (varje söndag)', 'Extrajobb - Leverans av matkassar Kungsängen', 'Truckförare på 3 dagar i veckan till Kungsängen']"
